Mineral Name,Mineral Name (plain),Mineral Name (HTML),Valence Chemistry,Valence Chemistry (concise),Valence Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,RRUFF IDs,Database ID,Year First Published,IMA Status,Structural Groupname,Crystal Systems,Space Groups,Valence Elements,IMA Mineral Symbol,Paragenetic Modes,Mindat ID,Mindat Long ID,Mindat GUID,Mindat Updated,Mindat Entry Type,Mindat Entry Type Text,Mindat Formula,Mindat Formula Note,Mindat IMA Formula,Mindat IMA Status,Mindat IMA Notes,Mindat Description,Mindat Elements,Mindat Significant Elements,Mindat Key Elements,Mindat Discovery Year,Mindat Approval Year,Mindat Publication Year,Mindat IMA History,Mindat IMA Symbol,Mindat Strunz 10 Class,Mindat Strunz 10 Subclass,Mindat Strunz 10 Division,Mindat Strunz 10 Group,Mindat Dana 8 Class,Mindat Dana 8 Type,Mindat Dana 8 Group,Mindat Dana 8 Number,Mindat Colour,Mindat Streak,Mindat Lustre,Mindat Lustre Type,Mindat Diapheny,Mindat Hardness Minimum,Mindat Hardness Maximum,Mindat Hardness Type,Mindat Measured Density,Mindat Calculated Density,Mindat Crystal System,Mindat Crystal Class,Mindat Space Group,Mindat Unit Cell a,Mindat Unit Cell b,Mindat Unit Cell c,Mindat Unit Cell Alpha,Mindat Unit Cell Beta,Mindat Unit Cell Gamma,Mindat Unit Cell Volume,Mindat Cleavage,Mindat Cleavage Type,Mindat Fracture Type,Mindat Tenacity,Mindat Magnetism,Mindat Optical Type,Mindat Optical Sign,Mindat Optical Colour,Mindat Optical Birefringence,Mindat Optical 2V Calculated,Mindat Optical 2V Measured,Mindat Weighting
Kapellasite,Kapellasite,Kapellasite,Cu2+3Zn2+(OH)6Cl2,Cu^2+^_3_Zn^2+^(OH)_6_Cl_2_,Cu<sup>2+</sup><sub>3</sub>Zn<sup>2+</sup>(OH)<sub>6</sub>Cl<sub>2</sub>,Cu<sub>3</sub>Zn(OH)<sub>6</sub>Cl<sub>2</sub>,Cu Zn O H Cl,,5217,2005,Approved,Atacamite,hexagonal,P3m1,Cu^2+ Zn^2+ O H Cl,Kap,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",27446,1:1:27446:1,eb946cf0-37f1-4ea7-8f79-575d18a97b96,2025-08-11 12:14:52,0,mineral,Cu<sub>3</sub>Zn(OH)<sub>6</sub>Cl<sub>2</sub>,,Cu<sup>2+</sup><sub>3</sub>Zn<sup>2+</sup>(OH)<sub>6</sub>Cl<sub>2</sub>,APPROVED,,"A metastable polymorph of herbertsmithite. Has been confused with botallackite (""Zn-bearing botallackite""; Wendel et al., 1999); both are visually very similar. 
Also known as a synthetic compound (phase IIα of Feitknecht and Maget, 1949). 

The Mg ...",Cl; Cu; Zn; O; H,Cl; Cu; Zn; O; H,Cl; Cu; Zn,,2005,2006,,Kap,3,D,A,10c,0,0,0,0,Green-blue,Light green-blue,,Adamantine,Transparent,4.0,4.0,0,3.55,3.62,Trigonal,13,97,6.300,0,5.733,0,0,0,197.06,Parallel to {0001},Distinct/Good,Irregular/Uneven,brittle,,Uniaxial,-,,,0,,420
Kapitsaite-(Y),Kapitsaite-(Y),Kapitsaite-(Y),Ba4Y2Si8B4O28F,Ba_4_Y_2_Si_8_B_4_O_28_F,Ba<sub>4</sub>Y<sub>2</sub>Si<sub>8</sub>B<sub>4</sub>O<sub>28</sub>F,Ba<sub>4</sub>Y<sub>2</sub>Si<sub>8</sub>B<sub>4</sub>O<sub>28</sub>F,Ba Y Si B O F,,2597,1998,Approved,Hyalotekite,triclinic,I1,Ba Y Si B O F,Ksa-Y,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",7064,1:1:7064:1,9a2ece67-a187-478a-9eba-3179d506dc3f,2025-08-11 12:14:28,0,mineral,"(Ba,K,Pb)<sub>4</sub>(Y,Ca)<sub>2</sub>Si<sub>8</sub>(B,Si)<sub>4</sub>O<sub>28</sub>F","more correctly given as Ba<sub>4</sub>(YCa)[Si<sub>8</sub>B<sub>2</sub>B<sub>2</sub>O<sub>28</sub>]F (Hawthorne et al, 2018)",Ba<sub>4</sub>Y<sub>2</sub>Si<sub>8</sub>B<sub>4</sub>O<sub>28</sub>F,APPROVED,,The YCaB2 analogue of hyalotekite. The crystal structure is very closely related to that of itsiite.,Ba; Ca; Pb; Si; B; O; K; F; Y,Ba; Si; B; O; F; Y,B; Ba; Y,,1998,2000,,Ksa-Y,9,C,H,05,0,0,0,0,Pale pink,white,vitreous,Vitreous,Transparent,5.5,5.5,0,3.74,3.79,Triclinic,2,2,11.181,10.850,10.252,90.64,90.05,89.97,0.0,,None Observed,Conchoidal,,,Biaxial,+,,,67.7,69,12
Kapundaite,Kapundaite,Kapundaite,CaNaFe3+4(PO4)4(OH)3·5H2O,CaNaFe^3+^_4_(PO_4_)_4_(OH)_3_·5H_2_O,CaNaFe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>3</sub>·5H<sub>2</sub>O,CaNaFe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>3</sub>·5H<sub>2</sub>O,Ca Na Fe P O H,,5776,2009,Approved,,triclinic,P1,Ca Na Fe^3+ P O H,Kpd,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",39673,1:1:39673:6,4ef25dc3-315f-43c1-895c-3714906f8fbd,2026-06-23 10:57:55,0,mineral,NaCaFe<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>3</sub>&middot;5H<sub>2</sub>O,,CaNaFe<sup>3+</sup><sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>3</sub>·5H<sub>2</sub>O,APPROVED,,Structurally related to mélonjosephite.,Ca; Fe; Na; O; P; H,Ca; Fe; Na; O; P; H,,1980,2009,2010,,Kpd,8,D,H,80,42,11,28,,Pale to golden yellow,Yellow,,Silky,"Transparent,Translucent",3.0,3.0,2,2.93,2.917,Triclinic,2,2,6.317,7.698,9.768,105.53,99.24,90.09,451.2,,None Observed,Irregular/Uneven,flexible,,Uniaxial,+,,,64.7,,381
Kapustinite,Kapustinite,Kapustinite,Na6Zr4+Si6O16(OH)2,Na_6_Zr^4+^Si_6_O_16_(OH)_2_,Na<sub>6</sub>Zr<sup>4+</sup>Si<sub>6</sub>O<sub>16</sub>(OH)<sub>2</sub>,Na<sub>6</sub>ZrSi<sub>6</sub>O<sub>16</sub>(OH)<sub>2</sub>,Na Zr Si O H,,5232,2003,Approved,Lovozerite-Zirsinalite–Lovozerite,"hexagonal, monoclinic","R3c, C2/m",Na Zr^4+ Si O H,Kpu,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",26446,1:1:26446:4,629096d5-e8bb-44e8-aa38-6d84390f14db,2025-08-11 12:14:50,0,mineral,Na<sub>6</sub>ZrSi<sub>6</sub>O<sub>16</sub>(OH)<sub>2</sub>,May contain very minor Mn replacing one of the Na positions.,Na<sub>6</sub>Zr<sup>4+</sup>Si<sub>6</sub>O<sub>16</sub>(OH)<sub>2</sub>,APPROVED,,Lovozerite Group. Compare chemically similar UM1990-95-SiO:HNaZr.,Na; Si; Zr; O; H,Na; Si; Zr; O; H,Zr,,2003,2003,,Kpu,9,C,J,15a,0,0,0,0,cherry-red to purple,pale violet,,Vitreous,"Transparent,Translucent",6.0,6.0,0,2.78,2.815,Monoclinic,5,11,10.693,10.299,7.373,0,91.91,0,0.0,,None Observed,Conchoidal,brittle,,Biaxial,-,,,0,5,95
Karasugite,Karasugite,Karasugite,SrCaAlF7,SrCaAlF_7_,SrCaAlF<sub>7</sub>,SrCaAlF<sub>7</sub>,Sr Ca Al F,,2598,1993,Approved,,monoclinic,P21/c,Sr Ca Al F,Krg,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",2157,1:1:2157:5,39aea2d0-6d4a-4d4a-95e0-f69c89a4a34f,2025-08-11 12:14:21,0,mineral,"SrCa[Al(F,OH)<sub>7</sub>]",,SrCaAlF<sub>7</sub>,APPROVED,,,Al; Ca; Sr; O; F; H,Al; Ca; Sr; F,Sr,1994,1993,1994,,Krg,3,C,B,30,11,6,21,1,colorless,white,,Vitreous,Transparent,0.0,0.0,0,3.06,3.206,Monoclinic,5,14,8.215,11.989,6.076,0,96.22,0,0.0,Cleavage or parting {100},Perfect,Splintery,brittle,,Biaxial,+,,,86,94,1
Karchevskyite,Karchevskyite,Karchevskyite,Mg18Al9(OH)54Sr2(CO3)9(H2O)6(H3O)5,Mg_18_Al_9_(OH)_54_Sr_2_(CO_3_)_9_(H_2_O)_6_(H_3_O)_5_,Mg<sub>18</sub>Al<sub>9</sub>(OH)<sub>54</sub>Sr<sub>2</sub>(CO<sub>3</sub>)<sub>9</sub>(H<sub>2</sub>O)<sub>6</sub>(H<sub>3</sub>O)<sub>5</sub>,Mg<sub>18</sub>Al<sub>9</sub>(OH)<sub>54</sub>Sr<sub>2</sub>(CO<sub>3</sub>)<sub>9</sub>(H<sub>2</sub>O)<sub>6</sub>(H<sub>3</sub>O)<sub>5</sub>,Mg Al O H Sr C,,5328,2005,Approved,Hydrotalcite,hexagonal,,Mg Al O H Sr C,Kcv,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites",27438,1:1:27438:2,11334ebe-20f5-451f-921b-153d14691842,2025-10-09 17:35:26,0,mineral,Mg<sub>18</sub>Al<sub>9</sub>(OH)<sub>54</sub>Sr<sub>2</sub>(CO<sub>3</sub>)<sub>9</sub>(H<sub>2</sub>O)<sub>6</sub>(H<sub>3</sub>O)<sub>5</sub>,,Mg<sub>18</sub>Al<sub>9</sub>(OH)<sub>54</sub>Sr<sub>2</sub>(CO<sub>3</sub>)<sub>9</sub>(H<sub>2</sub>O)<sub>6</sub>(H<sub>3</sub>O)<sub>5</sub>,APPROVED,,Belongs to hydrotalcite-like layered double hydroxides.,Al; Mg; Sr; O; C; H,Al; Mg; Sr; O; C; H,Sr,,2005,2008,,Kcv,5,D,A,40,0,0,0,0,Colourless to white,,,"Vitreous,Pearly",Transparent,2.0,2.0,0,2.21,2.18,Trigonal,0,0,16.055,0,25.66,0,0,0,5728.0,on {001},Perfect,,flexible,,Uniaxial,-,,,0,20,13
Karelianite,Karelianite,Karelianite,V3+2O3,V^3+^_2_O_3_,V<sup>3+</sup><sub>2</sub>O<sub>3</sub>,V<sub>2</sub>O<sub>3</sub>,V O,,2599,1963,Approved,Corundum,hexagonal,R3c,V^3+ O,Kar,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals",2158,1:1:2158:2,962ae8e0-2c66-41c5-a73d-33d74fddefe8,2025-08-11 12:14:21,0,mineral,V<sup>3+</sup><sub>2</sub>O<sub>3</sub>,,V<sup>3+</sup><sub>2</sub>O<sub>3</sub>,APPROVED,,"Hematite Group. The vanadium analogue of Corundum, Eskolaite and Hematite.

A metastable polymorph with a bixbyite-type structure is known as a synthetic compound (Weber et al., 2011; Lüdtke et al., 2017).",O; V,O; V,V,1963,0,0,,Kar,4,C,B,05,4,3,1,4,Black,Black,,Metallic,Opaque,8.0,9.0,0,0,4.95,Trigonal,13,98,4.99,0,13.98,0,0,0,0.0,,,Conchoidal,,,,,Brownish olive-gray,,0,0,214
Karenwebberite,Karenwebberite,Karenwebberite,NaFe2+(PO4),NaFe^2+^(PO_4_),NaFe<sup>2+</sup>(PO<sub>4</sub>),NaFe<sup>2+</sup>(PO<sub>4</sub>),Na Fe P O,,5944,2011,Approved,Olivine,orthorhombic,Pbnm,Na Fe^2+ P O,Kwb,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",42362,1:1:42362:3,d880c5ba-823a-4c5a-8b41-0af2052077ae,2025-08-11 12:15:09,0,mineral,NaFe<sup>2+</sup>PO<sub>4</sub>,,NaFe<sup>2+</sup>(PO<sub>4</sub>),APPROVED,,The Fe2+-equivalent of natrophilite; Na-equivalent of triphylite.,Fe; Na; O; P,Fe; Na; O; P,,,2011,2013,,Kwb,8,A,B,10,38,1,1,4,Pale green,Very pale grayish-green,,"Vitreous,Greasy",,0.0,0.0,0,,3.65,Orthorhombic,8,71,4.882,10.387,6.091,,,,308.9,In thin section it displays a perfect cleavage along {001}.,Perfect,Irregular/Uneven,brittle,,Biaxial,+,,,41,87,12
Karibibite,Karibibite,Karibibite,Fe3+3(As3+O2)4(As3+2O5)(OH),Fe^3+^_3_(As^3+^O_2_)_4_(As^3+^_2_O_5_)(OH),Fe<sup>3+</sup><sub>3</sub>(As<sup>3+</sup>O<sub>2</sub>)<sub>4</sub>(As<sup>3+</sup><sub>2</sub>O<sub>5</sub>)(OH),Fe<sup>3+</sup><sub>3</sub>(As<sup>3+</sup>O<sub>2</sub>)<sub>4</sub>(As<sup>3+</sup><sub>2</sub>O<sub>5</sub>)(OH),Fe As O H,,2600,1973,Approved,,orthorhombic,,Fe^3+ As^3+ O H,Kab,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",2159,1:1:2159:9,bd6cc122-3df0-429c-91c6-c2ea62da425b,2025-08-11 12:14:21,0,mineral,Fe<sup>3+</sup><sub>3</sub>(As<sup>3+</sup>O<sub>2</sub>)<sub>4</sub>(As<sup>3+</sup><sub>2</sub>O<sub>5</sub>)(OH),Formerly given as Fe<sub>2</sub>As<sub>4</sub>O<sub>9</sub>.,Fe<sup>3+</sup><sub>3</sub>(As<sup>3+</sup>O<sub>2</sub>)<sub>4</sub>(As<sup>3+</sup><sub>2</sub>O<sub>5</sub>)(OH),APPROVED,,"A rare iron arsenite originally described from the ""Karibib pegmatite area"". So far, it always originated as a weathering product of löllingite.
Visually similar to ludlockite.
Compare also 'UM1971-02-AsO:Fe'.


The structure seems to have been so...",As; Fe; O; H,As; Fe; O; H,As,1973,1973,1973,,Kab,4,J,A,15,7,10,2,1,,,,,,0.0,0.0,1,4.07,0,Orthorhombic,8,71,7.2558,27.992,6.5243,0,0,0,1325.1,,,,flexible,,Biaxial,-,,,0,0,2047
Karlditmarite,Karlditmarite,Karlditmarite,Cu2+9O4(PO4)2(S6+O4)2,Cu^2+^_9_O_4_(PO_4_)_2_(S^6+^O_4_)_2_,Cu<sup>2+</sup><sub>9</sub>O<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>,Cu<sub>9</sub>O<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>,Cu O P S,,7121,2021,Approved,Not in a structural group,triclinic,P1,Cu^2+ O P S^6+,Kdt,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals",55451,1:1:55451:6,d23d0a7e-81a2-4320-8fb3-34844d3681f8,2026-06-01 18:15:07,0,mineral,Cu<sub>9</sub>O<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>,,Cu<sup>2+</sup><sub>9</sub>O<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>,APPROVED,,New structure type. Chemically similar to milkovoite.,Cu; O; P; S,Cu; O; P; S,Cu,,2021,0,,Kdt,8,B,B,,,,,,olive green,light green,,Vitreous,"Transparent,Translucent",0.0,0.0,0,,4.606,Triclinic,2,2,6.1256,7.9192,7.9866,75.173,86.639,88.660,0.0,,None Observed,,brittle,,Biaxial,-,,,99.7,,6
Karlite,Karlite,Karlite,"(Mg,Al)6.5(BO3)3(OH)4(☐,Cl)0.5","(Mg,Al)_6.5_(BO_3_)_3_(OH)_4_([box],Cl)_0.5_","(Mg,Al)<sub>6.5</sub>(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>4</sub>(☐,Cl)<sub>0.5</sub>","(Mg,Al)<sub>6.5</sub>(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>4</sub>(☐,Cl)<sub>0.5</sub>",Mg Al B O H Cl,,2601,1980,Approved,,orthorhombic,P21212,Mg Al B O H Cl,Ka,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration",2160,1:1:2160:5,04941e73-6712-4ab2-a71a-89ddde46b36f,2025-08-11 12:14:21,0,mineral,"(Mg,Al)<sub>6.5</sub>(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>4</sub>(&#9723;,Cl)<sub>0.5</sub>","Simplified <f>Mg^7(BO^3)^3(OH,Cl)^5</f>.","(Mg,Al)<sub>6.5</sub>(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>4</sub>(&#9723;,Cl)<sub>0.5</sub>",APPROVED,,,Al; Cl; Mg; B; O; H,Mg; B; O; H,B,1980,1980,1981,,Ka,6,A,B,25,0,0,0,0,White to light green,White,,Silky,Translucent,5.5,5.5,0,2.80,2.85,Orthorhombic,7,43,17.965,17.631,3.1041,0,0,0,0.0,(001),Perfect,,,,Biaxial,-,,,22,22,54
Karlleuite,Karlleuite,Karlleuite,Ca2Mn4+O4,Ca_2_Mn^4+^O_4_,Ca<sub>2</sub>Mn<sup>4+</sup>O<sub>4</sub>,Ca<sub>2</sub>MnO<sub>4</sub>,Ca Mn O,,7450,2024,Approved,"Rocksalt, Perovskite",tetragonal,I4/mmm,Ca Mn^4+ O,Kll,,471048,1:1:471048:2,,2026-03-01 16:39:31,0,mineral,Ca<sub>2</sub>MnO<sub>4</sub>,,Ca<sub>2</sub>Mn<sup>4+</sup>O<sub>4</sub>,APPROVED,,"Known synthetic analogue. Chemically (compositionally) related to marokite, wernerkrauseite, and 'Unnamed (Ca-Mn Oxide)'.

The new mineral is the first natural phase which exhibits a first order of Ruddlesden-Popper type structure  with a n=1, which ...",Ca; Mn; O,Ca; Mn; O,,1980,0,0,,Kll,4,B,C,5,,,,,brown,light brown,,Sub-Metallic,Opaque,3.5,0.0,0,,3.79,Tetragonal,27,176,3.7683,,11.9893,,,,0.0,good (001),Distinct/Good,Irregular/Uneven,brittle,,,,light grey,,,,7
Karlseifertite,Karlseifertite,Karlseifertite,Pb2+(Ga2Ge)(As5+O4)2(OH)6,Pb^2+^(Ga_2_Ge)(As^5+^O_4_)_2_(OH)_6_,Pb<sup>2+</sup>(Ga<sub>2</sub>Ge)(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Pb(Ga<sub>2</sub>Ge)(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Pb Ga Ge As O H,,7471,2024,Approved,Alunite-Crandallite,hexagonal,R3m,Pb^2+ Ga Ge As^5+ O H,Karl,,471227,1:1:471227:1,,2025-08-11 12:15:25,0,mineral, Pb(Ga<sub>2</sub>Ge)(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,,Pb<sup>2+</sup>(Ga<sub>2</sub>Ge)(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,APPROVED,,Unique combination of elements (at the upload time; 2024). The As analogue of galloplumbogummite.,As; Ga; Ge; Pb; O; H,As; Ga; Ge; Pb; O; H,As; Ga; Ge; Pb,,0,0,,Karl,7,B,C,10,,,,,yellow,pale yellow,,Sub-Adamantine,Transparent,4.0,0.0,0,,4.993,Trigonal,13,99,7.2814,,17.108,,,,0.0,,,Irregular/Uneven,brittle,,Uniaxial,+,,,,,6
Karnasurtite-(Ce),Karnasurtite-(Ce),Karnasurtite-(Ce),Ce3+Ti4+AlSi2O7(OH)4·3H2O,Ce^3+^Ti^4+^AlSi_2_O_7_(OH)_4_·3H_2_O,Ce<sup>3+</sup>Ti<sup>4+</sup>AlSi<sub>2</sub>O<sub>7</sub>(OH)<sub>4</sub>·3H<sub>2</sub>O,CeTiAlSi<sub>2</sub>O<sub>7</sub>(OH)<sub>4</sub>·3H<sub>2</sub>O,Ce Ti Al Si O H,,5031,1959,"Approved, Questionable mineral species",,,,Ce^3+ Ti^4+ Al Si O H,Ksu-Ce,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",2161,1:1:2161:2,073b350b-e683-44c6-b712-f2d0eaed23d7,2025-08-11 12:14:21,0,mineral,"(Ce,La,Th)(Ti,Nb)(Al,Fe)(Si<sub>2</sub>O<sub>7</sub>)(OH)<sub>4</sub>&middot;3H<sub>2</sub>O",,Ce<sup>3+</sup>Ti<sup>4+</sup>AlSi<sub>2</sub>O<sub>7</sub>(OH)<sub>4</sub>·3H<sub>2</sub>O,APPROVED,,,Al; Ce; Fe; La; Nb; Si; Th; Ti; O; H,Al; Ce; Si; Ti; O; H,Ce; Ti,,0,1959,,Ksu-Ce,9,B,E,70,52,4,9,7,Honey-yellow when fresh to pale yellow when altered,Yellowish,,Greasy,,2.0,2.0,0,2.89,0,Amorphous,0,0,0,0,0,0,0,0,0.0,"Good in one direction, imperfect in another",Distinct/Good,,brittle,,Uniaxial,-,,,0,0,99
Karpenkoite,Karpenkoite,Karpenkoite,Co2+3(V5+2O7)(OH)2·2H2O,Co^2+^_3_(V^5+^_2_O_7_)(OH)_2_·2H_2_O,Co<sup>2+</sup><sub>3</sub>(V<sup>5+</sup><sub>2</sub>O<sub>7</sub>)(OH)<sub>2</sub>·2H<sub>2</sub>O,Co<sub>3</sub>(V<sub>2</sub>O<sub>7</sub>)(OH)<sub>2</sub>·2H<sub>2</sub>O,Co V O H,,6390,2014,Approved,Volborthite,hexagonal,P3m1,Co^2+ V^5+ O H,Kpk,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",46564,1:1:46564:7,c4895723-0349-472d-8947-aedba9e3193c,2025-08-11 12:15:13,0,mineral,Co<sub>3</sub>(V<sub>2</sub>O<sub>7</sub>)(OH)<sub>2</sub>&middot;2H<sub>2</sub>O,,Co<sup>2+</sup><sub>3</sub>(V<sup>5+</sup><sub>2</sub>O<sub>7</sub>)(OH)<sub>2</sub>·2H<sub>2</sub>O,APPROVED,,The Co analogue of martyite. At the type locality karpenkoite occurs as a secondary mineral formed during the post-mining oxidation of corvusite and montroseite in a moist environment at ambient temperatures.,Co; O; H; V,Co; O; H; V,Co; V,,2015,2015,,Kpk,8,F,D,05,0,0,0,0,Orange,Pale yellow-orange,,Vitreous,Transparent,0.0,0.0,0,,3.415,Trigonal,13,97, 6.016,, 7.234,,,,226.7,on {001}. ,Perfect,,brittle,,Uniaxial,+,,,,,33
Karpinskite,Karpinskite,Karpinskite,"(Mg,Ni2+)2Si2O5(OH)2","(Mg,Ni^2+^)_2_Si_2_O_5_(OH)_2_","(Mg,Ni<sup>2+</sup>)<sub>2</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>2</sub>","(Mg,Ni)<sub>2</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>2</sub> (?)",Mg Ni Si O H,,5120,1956,"Approved, Questionable mineral species",Corrensite,,,Mg Ni^2+ Si O H,Kpi,"Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization",2163,1:1:2163:6,38d2bb2d-8d91-46fa-83c2-9e82c7d72d39,2025-08-11 12:14:21,0,mineral,"(Ni,Mg)<sub>2</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>2</sub> (?)",,"(Mg,Ni<sup>2+</sup>)<sub>2</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>2</sub>",APPROVED; GRANDFATHERED; QUESTIONABLE,,"Possibly a Ni-rich antigorite or a Ni-rich interstratification of a talc-group mineral and a chlorite-group mineral.

Status needs to be confirmed.",Mg; Ni; Si; O; H,Ni; Si; O; H,Ni,1956,0,0,,Kpi,9,E,C,60,78,5,6,1,"Colorless, light blue to deep greenish blue",,,,,2.5,3.0,0,2.53,0,Monoclinic,0,0,0,0,0,0,0,0,0.0,,,,,,Biaxial,-,,,0,0,1
Karpovite,Karpovite,Karpovite,Tl1+2V4+O(S6+O4)2·H2O,Tl^1+^_2_V^4+^O(S^6+^O_4_)_2_·H_2_O,Tl<sup>1+</sup><sub>2</sub>V<sup>4+</sup>O(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>·H<sub>2</sub>O,Tl<sub>2</sub>VO(SO<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O),Tl V O S H,,6205,2013,Approved,Not in a structural group,monoclinic,P21,Tl^1+ V^4+ O S^6+ H,Kpv,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals",43907,1:1:43907:7,13133465-0918-479e-b124-1036706e98b2,2025-08-11 12:15:10,0,mineral,Tl<sub>2</sub>VO(SO<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O),,Tl<sup>1+</sup><sub>2</sub>V<sup>4+</sup>O(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>·H<sub>2</sub>O,APPROVED,,,Tl; O; S; H; V,Tl; O; S; H; V,Tl; V,,2013,0,,Kpv,7,D,B,27,0,0,0,0,"White, light blue",white,,Adamantine,,2.0,2.0,0,, 4.743,Monoclinic,4,9, 4.6524, 11.0757, 9.3876,,, 98.353,0.0,,None Observed,Conchoidal,brittle,,,, light grey with beige tints,,,,6
