Mineral Name,Mineral Name (plain),Mineral Name (HTML),Valence Chemistry,Valence Chemistry (concise),Valence Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,RRUFF IDs,Database ID,Year First Published,IMA Status,Structural Groupname,Crystal Systems,Space Groups,Valence Elements,IMA Mineral Symbol,Paragenetic Modes
Wonesite,Wonesite,Wonesite,"(Na,K,☐)(Mg,Fe2+,Al,Fe3+)6(Si,Al)8O20(OH,F)4","(Na,K,[box])(Mg,Fe^2+^,Al,Fe^3+^)_6_(Si,Al)_8_O_20_(OH,F)_4_","(Na,K,☐)(Mg,Fe<sup>2+</sup>,Al,Fe<sup>3+</sup>)<sub>6</sub>(Si,Al)<sub>8</sub>O<sub>20</sub>(OH,F)<sub>4</sub>","(Na,K,☐)(Mg,Fe,Al)<sub>6</sub>(Si,Al)<sub>8</sub>O<sub>20</sub>(OH,F)<sub>4</sub>",Na K Mg Fe Al Si O H F,,4719,1979,Approved,"Mica, Clay","monoclinic, triclinic","C2/m, C1",Na K Mg Fe^2+ Al Fe^3+ Si O H F,Wns,"Abiotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
Woodallite,Woodallite,Woodallite,Mg6Cr3+2(OH)16Cl2·4H2O,Mg_6_Cr^3+^_2_(OH)_16_Cl_2_·4H_2_O,Mg<sub>6</sub>Cr<sup>3+</sup><sub>2</sub>(OH)<sub>16</sub>Cl<sub>2</sub>·4H<sub>2</sub>O,Mg<sub>6</sub>Cr<sub>2</sub>(OH)<sub>16</sub>Cl<sub>2</sub>·4H<sub>2</sub>O,Mg Cr O H Cl,,4720,2000,Approved,Hydrotalcite,hexagonal,R3m,Mg Cr^3+ O H Cl,Wod,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Woodhouseite,Woodhouseite,Woodhouseite,CaAl3(S6+O4)(PO4)(OH)6,CaAl_3_(S^6+^O_4_)(PO_4_)(OH)_6_,CaAl<sub>3</sub>(S<sup>6+</sup>O<sub>4</sub>)(PO<sub>4</sub>)(OH)<sub>6</sub>,CaAl<sub>3</sub>(SO<sub>4</sub>)(PO<sub>4</sub>)(OH)<sub>6</sub>,Ca Al S O P H,,4721,1937,"Approved, Redefined",Alunite-Beudantite,hexagonal,R3m,Ca Al S^6+ O P H,Wdh,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations, PM47 - Low-T subaerial oxidative hydration/weathering"
Woodruffite,Woodruffite,Woodruffite,Zn2+2Mn4+5O12·4H2O,Zn^2+^_2_Mn^4+^_5_O_12_·4H_2_O,Zn<sup>2+</sup><sub>2</sub>Mn<sup>4+</sup><sub>5</sub>O<sub>12</sub>·4H<sub>2</sub>O,"Zn<sub>2</sub>(Mn<sup>4+</sup>,Mn<sup>3+</sup>)<sub>5</sub>O<sub>10</sub>·4H<sub>2</sub>O",Zn Mn O H,,4722,1953,"Approved, Grandfathered",,,,Zn^2+ Mn^4+ O H,Wdr,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Woodwardite,Woodwardite,Woodwardite,"(Cu2+,Al)9(S6+O4)2(OH)18·nH2O","(Cu^2+^,Al)_9_(S^6+^O_4_)_2_(OH)_18_·nH_2_O","(Cu<sup>2+</sup>,Al)<sub>9</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>18</sub>·nH<sub>2</sub>O","(Cu<sub>1-x</sub>Al<sub>x</sub>)(SO<sub>4</sub>)<sub>x/2</sub>(OH)<sub>2</sub>·nH<sub>2</sub>O (x < 0.5, n < 3x/2)",Cu Al S O H,,4723,1866,"Approved, Grandfathered","Woodwardite, Hydrotalcite",,,Cu^2+ Al S^6+ O H,Wwd,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM42 - Sea-floor Mn nodules, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Wooldridgeite,Wooldridgeite,Wooldridgeite,Na2CaCu2+2(P2O7)2·10H2O,Na_2_CaCu^2+^_2_(P_2_O_7_)_2_·10H_2_O,Na<sub>2</sub>CaCu<sup>2+</sup><sub>2</sub>(P<sub>2</sub>O<sub>7</sub>)<sub>2</sub>·10H<sub>2</sub>O,Na<sub>2</sub>CaCu<sup>2+</sup><sub>2</sub>(P<sub>2</sub>O<sub>7</sub>)<sub>2</sub>·10H<sub>2</sub>O,Na Ca Cu P O H,,4724,1997,Approved,,orthorhombic,Fdd2,Na Ca Cu^2+ P O H,Woo,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Wopmayite,Wopmayite,Wopmayite,Ca6Na3☐Mn2+(PO4)3(PO3OH)4,Ca_6_Na_3_[box]Mn^2+^(PO_4_)_3_(PO_3_OH)_4_,Ca<sub>6</sub>Na<sub>3</sub>☐Mn<sup>2+</sup>(PO<sub>4</sub>)<sub>3</sub>(PO<sub>3</sub>OH)<sub>4</sub>,Ca<sub>6</sub>Na<sub>3</sub>☐Mn(PO<sub>4</sub>)<sub>3</sub>(PO<sub>3</sub>OH)<sub>4</sub>,Ca Na Mn P O H,,6034,2011,Approved,Cerite,hexagonal,R3c,Ca Na Mn^2+ P O H,Wop,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Wortupaite,Wortupaite,Wortupaite,MgNi2+2(Te4+O3)3·3H2O,MgNi^2+^_2_(Te^4+^O_3_)_3_·3H_2_O,MgNi<sup>2+</sup><sub>2</sub>(Te<sup>4+</sup>O<sub>3</sub>)<sub>3</sub>·3H<sub>2</sub>O,MgNi<sup>2+</sup><sub>2</sub>(Te<sup>4+</sup>O<sub>3</sub>)<sub>3</sub>·3H<sub>2</sub>O,Mg Ni Te O H,,7327,2023,Approved,Zemannite,hexagonal,P63/m,Mg Ni^2+ Te^4+ O H,Wor,
Wrightite,Wrightite,Wrightite,K2Al2O(As5+O4)2,K_2_Al_2_O(As^5+^O_4_)_2_,K<sub>2</sub>Al<sub>2</sub>O(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>,K<sub>2</sub>Al<sub>2</sub>O(AsO<sub>4</sub>)<sub>2</sub>,K Al O As,,6521,2016,Approved,Not in a structural group,orthorhombic,Pnma,K Al O As^5+,Wgh,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Wroewolfeite,Wroewolfeite,Wroewolfeite,Cu2+4S6+O4(OH)6·2H2O,Cu^2+^_4_S^6+^O_4_(OH)_6_·2H_2_O,Cu<sup>2+</sup><sub>4</sub>S<sup>6+</sup>O<sub>4</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O,Cu<sub>4</sub>(SO<sub>4</sub>)(OH)<sub>6</sub>·2H<sub>2</sub>O,Cu S O H,,4725,1973,Approved,,monoclinic,Pc,Cu^2+ S^6+ O H,Wwf,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals, PM56 - Slag and smelter minerals"
Wulfenite,Wulfenite,Wulfenite,Pb2+Mo6+O4,Pb^2+^Mo^6+^O_4_,Pb<sup>2+</sup>Mo<sup>6+</sup>O<sub>4</sub>,PbMoO<sub>4</sub>,Pb Mo O,,4726,1845,"Approved, Grandfathered",Scheelite,tetragonal,I41/a,Pb^2+ Mo^6+ O,Wul,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Wulffite,Wulffite,Wulffite,K3NaCu2+4(S6+O4)4O2,K_3_NaCu^2+^_4_(S^6+^O_4_)_4_O_2_,K<sub>3</sub>NaCu<sup>2+</sup><sub>4</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>O<sub>2</sub>,K<sub>3</sub>NaCu<sub>4</sub>O<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>,K Na Cu O S,,6200,2013,Approved,Not in a structural group,orthorhombic,Pn21a,K Na Cu^2+ S^6+ O,Wlf,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
Wülfingite,Wulfingite,Wülfingite,Zn2+(OH)2,Zn^2+^(OH)_2_,Zn<sup>2+</sup>(OH)<sub>2</sub>,Zn(OH)<sub>2</sub>,Zn O H,,4727,1983,Approved,Cristobalite,orthorhombic,P212121,Zn^2+ O H,Wfg,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
Wumuite,Wumuite,Wumuite,KAl0.33W6+2.67O9,KAl_0.33_W^6+^_2.67_O_9_,KAl<sub>0.33</sub>W<sup>6+</sup><sub>2.67</sub>O<sub>9</sub>,KAl<sub>0.33</sub>W<sub>2.67</sub>O<sub>9</sub>,K Al W O,,6773,2018,Approved,Wumuite,hexagonal,P6/mmm,K Al W^6+ O,Wum,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Wupatkiite,Wupatkiite,Wupatkiite,Co2+Al2(S6+O4)4·22H2O,Co^2+^Al_2_(S^6+^O_4_)_4_·22H_2_O,Co<sup>2+</sup>Al<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>·22H<sub>2</sub>O,CoAl<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>·22H<sub>2</sub>O,Co Al S O H,,4728,1994,Approved,Halotrichite,monoclinic,P21/c,Co^2+ Al S^6+ O H,Wup,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals"
Wurtzite,Wurtzite,Wurtzite,Zn2+S2+,Zn^2+^S^2+^,Zn<sup>2+</sup>S<sup>2+</sup>,ZnS,Zn S,,4729,1861,"Approved, Grandfathered",Wurtzite,hexagonal,P63mc,Zn^2+ S^2+,Wur,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, PM15 - Black smokers, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM25 - Evaporites (prebiotic), PM31 - Contact metamorphism, PM32 - Ba-Mn-Pb-Zn metamorphics, PM33 - Hydrothermal metal deposits, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM49 - Oxic cellular biomineralization, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Wüstite,Wustite,Wüstite,Fe2+O,Fe^2+^O,Fe<sup>2+</sup>O,FeO,Fe O,,4730,1927,"Approved, Grandfathered",Rocksalt,cubic,"Fm3m, Fm3m",Fe^2+ O,Wüs,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, PM42 - Sea-floor Mn nodules"
Wuyanzhiite,Wuyanzhiite,Wuyanzhiite,Cu1+2S2-,Cu^1+^_2_S^2-^,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,Cu<sub>2</sub>S,Cu S,,6711,2017,Approved,,tetragonal,P43212,Cu^1+ S^2-,Wuy,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits"
Wyartite,Wyartite,Wyartite,CaU5+(U6+O2)2(CO3)O4(OH)·7H2O,CaU^5+^(U^6+^O_2_)_2_(CO_3_)O_4_(OH)·7H_2_O,CaU<sup>5+</sup>(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(CO<sub>3</sub>)O<sub>4</sub>(OH)·7H<sub>2</sub>O,CaU<sup>5+</sup>(UO<sub>2</sub>)<sub>2</sub>(CO<sub>3</sub>)O<sub>4</sub>(OH)·7H<sub>2</sub>O,Ca U O C H,,4731,1959,Approved,,orthorhombic,"P212121, Pmcn",Ca U^5+ U^6+ O C H,Wya,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Wycheproofite,Wycheproofite,Wycheproofite,NaAlZr4+(PO4)2(OH)2·H2O,NaAlZr^4+^(PO_4_)_2_(OH)_2_·H_2_O,NaAlZr<sup>4+</sup>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·H<sub>2</sub>O,NaAlZr(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·H<sub>2</sub>O,Na Al Zr P O H,,4732,1993,Approved,,triclinic,P1,Na Al Zr^4+ P O H,Wyc,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration"
Wyllieite,Wyllieite,Wyllieite,NaNaMn2+(Fe2+Al)(PO4)3,NaNaMn^2+^(Fe^2+^Al)(PO_4_)_3_,NaNaMn<sup>2+</sup>(Fe<sup>2+</sup>Al)(PO<sub>4</sub>)<sub>3</sub>,NaNaMn(Fe<sup>2+</sup>Al)(PO<sub>4</sub>)<sub>3</sub>,Na Mn Fe Al P O,,4733,1972,Approved,Alluaudite-Wyllieite,monoclinic,P21/n,Na Mn^2+ Fe^2+ Al P O,Wyl,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
Xanthiosite,Xanthiosite,Xanthiosite,Ni2+3☐(As5+O4)2,Ni^2+^_3_[box](As^5+^O_4_)_2_,Ni<sup>2+</sup><sub>3</sub>☐(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>,Ni<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>,Ni As O,,4734,1965,"Approved, Redefined",Olivine-Sarcopside,monoclinic,P21/c,Ni^2+ As^5+ O,Xth,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Xanthoconite,Xanthoconite,Xanthoconite,Ag1+3As3+S2-3,Ag^1+^_3_As^3+^S^2-^_3_,Ag<sup>1+</sup><sub>3</sub>As<sup>3+</sup>S<sup>2-</sup><sub>3</sub>,Ag<sub>3</sub>AsS<sub>3</sub>,Ag As S,,4735,1840,"Approved, Grandfathered",Xanthoconite,monoclinic,C2/c,Ag^1+ As^3+ S^2-,Xcn,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Xanthoxenite,Xanthoxenite,Xanthoxenite,Ca4Fe3+2(PO4)4(OH)2·3H2O,Ca_4_Fe^3+^_2_(PO_4_)_4_(OH)_2_·3H_2_O,Ca<sub>4</sub>Fe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O,Ca<sub>4</sub>Fe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O,Ca Fe P O H,,4736,1920,"Approved, Redefined",,,,Ca Fe^3+ P O H,Xox,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Xenophyllite,Xenophyllite,Xenophyllite,Na4Fe2+7(PO4)6,Na_4_Fe^2+^_7_(PO_4_)_6_,Na<sub>4</sub>Fe<sup>2+</sup><sub>7</sub>(PO<sub>4</sub>)<sub>6</sub>,Na<sub>4</sub>Fe<sub>7</sub>(PO<sub>4</sub>)<sub>6</sub>,Na Fe P O,,5609,2006,Approved,,,,Na Fe^2+ P O,Xp,"Abiotic; Stage 4a: Earth's earliest continental crust, PM30 - Terrestrial impact minerals"
Xenotime-(Gd),Xenotime-(Gd),Xenotime-(Gd),Gd(PO4),Gd(PO_4_),Gd(PO<sub>4</sub>),Gd(PO<sub>4</sub>),Gd P O,,7429,2024,Approved,Zircon,tetragonal,I41/amd,Gd P O,Xtm-Gd,
Xenotime-(Y),Xenotime-(Y),Xenotime-(Y),YPO4,YPO_4_,YPO<sub>4</sub>,Y(PO<sub>4</sub>),Y P O,,4737,1832,"Approved, Renamed",Zircon,tetragonal,I41/amd,Y P O,Xtm-Y,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks"
Xenotime-(Yb),Xenotime-(Yb),Xenotime-(Yb),Yb3+PO4,Yb^3+^PO_4_,Yb<sup>3+</sup>PO<sub>4</sub>,Yb(PO<sub>4</sub>),Yb P O,,4738,1998,Approved,Zircon,tetragonal,I41/amd,Yb^3+ P O,Xtm-Yb,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks"
Xiangjiangite,Xiangjiangite,Xiangjiangite,Fe3+(U6+O2)4(PO4)2(S6+O4)2(OH)·22H2O,Fe^3+^(U^6+^O_2_)_4_(PO_4_)_2_(S^6+^O_4_)_2_(OH)·22H_2_O,Fe<sup>3+</sup>(U<sup>6+</sup>O<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>(OH)·22H<sub>2</sub>O,Fe<sup>3+</sup>(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)·22H<sub>2</sub>O,Fe U O P S H,,4739,1978,Approved,,orthorhombic,,Fe^3+ U^6+ O P S^6+ H,Xjg,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Xianhuaite-(Ce),Xianhuaite-(Ce),Xianhuaite-(Ce),K2Ce3+Nb5+5O15,K_2_Ce^3+^Nb^5+^_5_O_15_,K<sub>2</sub>Ce<sup>3+</sup>Nb<sup>5+</sup><sub>5</sub>O<sub>15</sub>,K<sub>2</sub>CeNb<sub>5</sub>O<sub>15</sub>,K Ce Nb O,,7539,2025,"Approved, Pending publication",Xianhuaite,tetragonal,P4/mbm,K Ce^3+ Nb^5+ O,Xhu-Ce,
Xianhuaite-(La),Xianhuaite-(La),Xianhuaite-(La),K2LaNb5+5O15,K_2_LaNb^5+^_5_O_15_,K<sub>2</sub>LaNb<sup>5+</sup><sub>5</sub>O<sub>15</sub>,K<sub>2</sub>LaNb<sub>5</sub>O<sub>15</sub>,K La Nb O,,7640,2026,"Approved, Pending publication",Xianhuaite,tetragonal,P4/mbm,K La Nb^5+ O,Xhu-La,
Xieite,Xieite,Xieite,Fe2+Cr3+2O4,Fe^2+^Cr^3+^_2_O_4_,Fe<sup>2+</sup>Cr<sup>3+</sup><sub>2</sub>O<sub>4</sub>,FeCr<sub>2</sub>O<sub>4</sub>,Fe Cr O,,5598,2007,Approved,Spinel-Post-spinel,orthorhombic,"Bbmm, Cmcm",Fe^2+ Cr^3+ O,Xi,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
Xiexiandeite,Xiexiandeite,Xiexiandeite,SiO2,SiO_2_,SiO<sub>2</sub>,SiO<sub>2</sub>,Si O,,7573,2025,"Approved, Pending publication",,monoclinic,P21/c,Si O,Xd,
Xifengite,Xifengite,Xifengite,Fe5Si3,Fe_5_Si_3_,Fe<sub>5</sub>Si<sub>3</sub>,Fe<sub>5</sub>Si<sub>3</sub>,Fe Si,,4740,1983,Approved,Xifengite,hexagonal,P63/mcm,Fe Si,Xif,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals"
Xilingolite,Xilingolite,Xilingolite,Pb2+3Bi3+2S2-6,Pb^2+^_3_Bi^3+^_2_S^2-^_6_,Pb<sup>2+</sup><sub>3</sub>Bi<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>6</sub>,Pb<sub>3</sub>Bi<sub>2</sub>S<sub>6</sub>,Pb Bi S,,4741,1982,Approved,Lillianite,monoclinic,C2/m,Pb^2+ Bi^3+ S^2-,Xil,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits"
Ximengite,Ximengite,Ximengite,Bi3+PO4,Bi^3+^PO_4_,Bi<sup>3+</sup>PO<sub>4</sub>,Bi(PO<sub>4</sub>),Bi P O,,4742,1985,Approved,Rhabdophane,hexagonal,P3121,Bi^3+ P O,Xim,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Xingzhongite,Xingzhongite,Xingzhongite,Pb2+Ir3+2S2-4,Pb^2+^Ir^3+^_2_S^2-^_4_,Pb<sup>2+</sup>Ir<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,Pb<sup>2+</sup>Ir<sup>3+</sup><sub>2</sub>S<sub>4</sub>,Pb Ir S,,4743,1976,"Approved, Questionable mineral species",Spinel,cubic,,Pb^2+ Ir^3+ S^2-,Xin,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
Xitieshanite,Xitieshanite,Xitieshanite,Fe3+S6+O4Cl·6H2O,Fe^3+^S^6+^O_4_Cl·6H_2_O,Fe<sup>3+</sup>S<sup>6+</sup>O<sub>4</sub>Cl·6H<sub>2</sub>O,Fe<sup>3+</sup>(SO<sub>4</sub>)Cl·6H<sub>2</sub>O,Fe S O Cl H,,4744,1982,Approved,,monoclinic,"P21/a, P21/c",Fe^3+ S^6+ O Cl H,Xit,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
Xocolatlite,Xocolatlite,Xocolatlite,Ca2Mn4+2Te6+2O12·H2O,Ca_2_Mn^4+^_2_Te^6+^_2_O_12_·H_2_O,Ca<sub>2</sub>Mn<sup>4+</sup><sub>2</sub>Te<sup>6+</sup><sub>2</sub>O<sub>12</sub>·H<sub>2</sub>O,Ca<sub>2</sub>Mn<sup>4+</sup><sub>2</sub>Te<sup>6+</sup><sub>2</sub>O<sub>12</sub>·H<sub>2</sub>O,Ca Mn Te O H,,5623,2007,Approved,,monoclinic,,Ca Mn^4+ Te^6+ O H,Xoc,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Xocomecatlite,Xocomecatlite,Xocomecatlite,Cu2+3Te6+O4(OH)4,Cu^2+^_3_Te^6+^O_4_(OH)_4_,Cu<sup>2+</sup><sub>3</sub>Te<sup>6+</sup>O<sub>4</sub>(OH)<sub>4</sub>,Cu<sub>3</sub>(Te<sup>6+</sup>O<sub>4</sub>)(OH)<sub>4</sub>,Cu Te O H,,4745,1974,Approved,,,,Cu^2+ Te^6+ O H,Xco,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Xonotlite,Xonotlite,Xonotlite,Ca6Si6O17(OH)2,Ca_6_Si_6_O_17_(OH)_2_,Ca<sub>6</sub>Si<sub>6</sub>O<sub>17</sub>(OH)<sub>2</sub>,Ca<sub>6</sub>Si<sub>6</sub>O<sub>17</sub>(OH)<sub>2</sub>,Ca Si O H,,4746,1866,"Approved, Grandfathered",,"triclinic, monoclinic","P1, A2/a, P2/a, A1",Ca Si O H,Xon,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
Xuite,Xuite,Xuite,Ca3Fe3+2[AlO3(OH)]3,Ca_3_Fe^3+^_2_[AlO_3_(OH)]_3_,Ca<sub>3</sub>Fe<sup>3+</sup><sub>2</sub>[AlO<sub>3</sub>(OH)]<sub>3</sub>,Ca<sub>3</sub>Fe<sub>2</sub>[AlO<sub>3</sub>(OH)]<sub>3</sub>,Ca Fe Al O H,,7081,2021,Approved,Garnet,cubic,"Ia3d, Ia3d",Ca Fe^3+ Al O H,Xu,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals"
Xuwenyuanite,Xuwenyuanite,Xuwenyuanite,Ag1+9Fe3+Te2-2S2-4,Ag^1+^_9_Fe^3+^Te^2-^_2_S^2-^_4_,Ag<sup>1+</sup><sub>9</sub>Fe<sup>3+</sup>Te<sup>2-</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,Ag<sub>9</sub>Fe<sup>3+</sup>Te<sub>2</sub>S<sub>4</sub>,Ag Fe Te S,,7186,2022,"Approved, Pending publication",,cubic,F43m,Ag^1+ Fe^3+ Te^2- S^2-,Xuw,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
Yafsoanite,Yafsoanite,Yafsoanite,Ca3Te6+2Zn2+3O12,Ca_3_Te^6+^_2_Zn^2+^_3_O_12_,Ca<sub>3</sub>Te<sup>6+</sup><sub>2</sub>Zn<sup>2+</sup><sub>3</sub>O<sub>12</sub>,Ca<sub>3</sub>Te<sup>6+</sup><sub>2</sub>(ZnO<sub>4</sub>)<sub>3</sub>,Ca Te Zn O,,4747,1981,Approved,Garnet,cubic,"Ia3d, I4132",Ca Te^6+ Zn^2+ O,Yaf,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
Yagiite,Yagiite,Yagiite,NaMg2(AlMg2Si12)O30,NaMg_2_(AlMg_2_Si_12_)O_30_,NaMg<sub>2</sub>(AlMg<sub>2</sub>Si<sub>12</sub>)O<sub>30</sub>,NaMg<sub>2</sub>(AlMg<sub>2</sub>Si<sub>12</sub>)O<sub>30</sub>,Na Mg Al Si O,,4748,1968,Approved,Milarite,hexagonal,,Na Mg Al Si O,Yag,"Abiotic, Primary; Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases"
Yakhontovite,Yakhontovite,Yakhontovite,"(Ca,Na,K)0.2(Cu2+,Fe3+,Mg)2Si4O10(OH)2·3H2O","(Ca,Na,K)_0.2_(Cu^2+^,Fe^3+^,Mg)_2_Si_4_O_10_(OH)_2_·3H_2_O","(Ca,Na,K)<sub>0.2</sub>(Cu<sup>2+</sup>,Fe<sup>3+</sup>,Mg)<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O","(Ca,Na,K)<sub>0.2</sub>(Cu,Fe,Mg)<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O",Ca Na K Cu Fe Mg Si O H,,4749,1984,Approved,"Smectite-vermiculite, Clay",monoclinic,,Ca Na K Cu^2+ Fe^3+ Mg Si O H,Ykh,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
